a e i Om w M year jd number v
3.141497675000000100e+00 6.205611619999999995e-01 7.076012899799999900e+01 2.829026963090000208e+02 1.714120286529999930e+02 9.067157000000000133e-01 2.003178956293000056e+03 2.452705622384512797e+06 1.170000000000000000e+02 4.946698143999999964e+00
3.129910207000000000e+00 6.191705109999999790e-01 7.080336062700000355e+01 2.828995616540000242e+02 1.712358265489999951e+02 3.217412849999999880e-01 2.003169880694000085e+03 2.452702307592520025e+06 1.180000000000000000e+02 1.577513603999999958e+00
3.146804787000000214e+00 6.211954929999999875e-01 7.080508646699999531e+01 2.828993125449999866e+02 1.715380125339999893e+02 2.175996689999999956e-01 2.003168305923999924e+03 2.452701732420347165e+06 1.190000000000000000e+02 1.326095405000000005e+00
3.123092123000000164e+00 6.183248159999999993e-01 7.083942359099999919e+01 2.828942728659999943e+02 1.714662242420000098e+02 1.338452739999999863e-01 2.003166983754000057e+03 2.452701249507804867e+06 1.200000000000000000e+02 7.864241379999999948e-01
3.128427294999999830e+00 6.189768490000000511e-01 7.082818462199999487e+01 2.828956348489999755e+02 1.715043152179999879e+02 3.225445700000000027e-02 2.003165427455000099e+03 2.452700681081783958e+06 1.210000000000000000e+02 2.773754829999999783e-01
3.103304238000000215e+00 6.158889870000000544e-01 7.080058710000000133e+01 2.828999687969999854e+02 1.714078957140000057e+02 1.072337400000000107e+00 2.003181216489000008e+03 2.452706447903458960e+06 1.220000000000000000e+02 5.726648119000000037e+00
3.122411134000000033e+00 6.182738840000000513e-01 7.082490199000000075e+01 2.828983155020000027e+02 1.712634494209999900e+02 9.430048140000000245e-01 2.003179384869999922e+03 2.452705778918609023e+06 1.230000000000000000e+02 4.944219959999999858e+00
3.125451913000000026e+00 6.186222679999999752e-01 7.080417117599999699e+01 2.828994007759999931e+02 1.712327000209999994e+02 1.927755190000000063e-01 2.003167890609000096e+03 2.452701580729580950e+06 1.240000000000000000e+02 8.737969700000000062e-01
3.124137177999999793e+00 6.184763239999999662e-01 7.083484794999999679e+01 2.828977241399999798e+02 1.713041250830000024e+02 9.580397360000000306e-01 2.003179627483000104e+03 2.452705867531369906e+06 1.250000000000000000e+02 5.069972268999999976e+00
3.119091313000000198e+00 6.178355319999999651e-01 7.085515980200000286e+01 2.828930451659999790e+02 1.714248002719999988e+02 3.315647930000000243e-01 2.003170005378000042e+03 2.452702353132484015e+06 1.260000000000000000e+02 1.807385777999999998e+00
3.116271347000000080e+00 6.174810040000000555e-01 7.075961133100000211e+01 2.829035069180000050e+02 1.714571073790000071e+02 7.175489689999999809e-01 2.003175896942000008e+03 2.452704504980178084e+06 1.270000000000000000e+02 3.913412593999999967e+00
3.145000790000000102e+00 6.209923299999999813e-01 7.079447034800000438e+01 2.829007420699999784e+02 1.712975224589999925e+02 2.711964099999999989e-01 2.003169133418000001e+03 2.452702034655856900e+06 1.280000000000000000e+02 1.377438444000000040e+00
3.128642943000000010e+00 6.190030279999999552e-01 7.084753748400000006e+01 2.828935802419999845e+02 1.714211360749999926e+02 2.423072769999999876e-01 2.003168656576000103e+03 2.452701860493232962e+06 1.290000000000000000e+02 1.329955906999999993e+00
3.106950918999999978e+00 6.163469550000000297e-01 7.076967300100000102e+01 2.829042265699999916e+02 1.713409196650000013e+02 2.170567489999999933e-01 2.003168233766999947e+03 2.452701706065259874e+06 1.300000000000000000e+02 1.103518487000000103e+00
3.117628800999999950e+00 6.176628429999999614e-01 7.076895575400000382e+01 2.829043187760000251e+02 1.713068657599999938e+02 2.246538080000000104e-01 2.003168366975000026e+03 2.452701754718547221e+06 1.310000000000000000e+02 1.116833865999999897e+00
3.152338814999999794e+00 6.218673110000000337e-01 7.078920024399999988e+01 2.829015169620000165e+02 1.714173263159999863e+02 1.874326550000000036e-01 2.003167845804000081e+03 2.452701564364837017e+06 1.320000000000000000e+02 1.044348521999999946e+00
3.153707091999999879e+00 6.220373700000000339e-01 7.081282733199999768e+01 2.828983448100000260e+02 1.713323863200000119e+02 3.138282629999999962e-01 2.003169814133000045e+03 2.452702283281938173e+06 1.330000000000000000e+02 1.651726175999999935e+00
3.151876106000000011e+00 6.218267440000000423e-01 7.083071737699999915e+01 2.828981759590000138e+02 1.713487946189999889e+02 9.948428160000000187e-01 2.003180395716000021e+03 2.452706148122421000e+06 1.340000000000000000e+02 5.389707031999999565e+00
3.151379003000000179e+00 6.217552299999999921e-01 7.078955912600000033e+01 2.829012709419999965e+02 1.713765806279999993e+02 3.773990039999999824e-01 2.003170796651000046e+03 2.452702642138916999e+06 1.350000000000000000e+02 2.042673070999999840e+00
3.138895403999999889e+00 6.202503280000000174e-01 7.074530579299999999e+01 2.829072036929999854e+02 1.713726065520000077e+02 2.826347750000000048e-01 2.003169297892000031e+03 2.452702094728621189e+06 1.360000000000000000e+02 1.512179834999999972e+00
3.139965322000000114e+00 6.203862310000000102e-01 7.084207062800000188e+01 2.828966268679999985e+02 1.713605596149999997e+02 7.923775600000000363e-01 2.003177178802000071e+03 2.452704973169669043e+06 1.370000000000000000e+02 4.268832182999999780e+00
3.119612550999999900e+00 6.179021329999999645e-01 7.084758628999999530e+01 2.828976338589999955e+02 1.713942423560000066e+02 1.100265481999999961e+00 2.003181772498000100e+03 2.452706650981242768e+06 1.380000000000000000e+02 5.910738457999999973e+00
3.126138655000000099e+00 6.186590579999999839e-01 7.077857191600000419e+01 2.829011009179999974e+02 1.715549434360000021e+02 1.050286818000000011e+00 2.003181057988000020e+03 2.452706390012220014e+06 1.390000000000000000e+02 5.822574522000000030e+00
3.138647042000000109e+00 6.202201090000000194e-01 7.074667191199999650e+01 2.829073838109999883e+02 1.713676571219999971e+02 2.174714349999999907e-01 2.003168290830999922e+03 2.452701726907628123e+06 1.400000000000000000e+02 1.152769790000000016e+00
3.114847349000000154e+00 6.173213210000000339e-01 7.083634256999999934e+01 2.828975757900000190e+02 1.713759612810000021e+02 9.352735789999999660e-01 2.003179214319000039e+03 2.452705716626504902e+06 1.410000000000000000e+02 4.994672715000000096e+00
3.119085241000000064e+00 6.178390099999999663e-01 7.076149971600000299e+01 2.829055158150000011e+02 1.713408164170000134e+02 1.771931810000000052e-01 2.003167643127000019e+03 2.452701490338804200e+06 1.420000000000000000e+02 8.965913330000000458e-01
3.143834242000000057e+00 6.208537149999999727e-01 7.080250937899999997e+01 2.828996684659999801e+02 1.712764983799999925e+02 2.955418229999999813e-01 2.003169508062999967e+03 2.452702171492119785e+06 1.430000000000000000e+02 1.487913371999999956e+00
3.151870961999999832e+00 6.217997410000000169e-01 7.078848809400000164e+01 2.829006631419999849e+02 1.714580095320000055e+02 9.925048560000000464e-01 2.003180359337000027e+03 2.452706134835083969e+06 1.440000000000000000e+02 5.486355868000000413e+00
3.122061882000000121e+00 6.182042650000000306e-01 7.076249320300000534e+01 2.829052832570000078e+02 1.713291856829999915e+02 2.027914030000000090e-01 2.003168039280999892e+03 2.452701635031007230e+06 1.450000000000000000e+02 1.024376135000000021e+00
3.152945277000000157e+00 6.219350409999999663e-01 7.079417881899999543e+01 2.829007073270000205e+02 1.714672412159999908e+02 3.626820450000000085e-01 2.003170572144000062e+03 2.452702560139510781e+06 1.460000000000000000e+02 2.054146918999999905e+00
3.133377648000000182e+00 6.195470709999999492e-01 7.079249067499999626e+01 2.829005703139999923e+02 1.715685618910000017e+02 7.988451650000000237e-01 2.003177239930000042e+03 2.452704995496340096e+06 1.470000000000000000e+02 4.497791031000000217e+00
3.138730353999999778e+00 6.202347000000000277e-01 7.074134581799999921e+01 2.829042005499999846e+02 1.713725268809999989e+02 8.756309789999999760e-01 2.003178457598000023e+03 2.452705440240086988e+06 1.480000000000000000e+02 4.732242944000000229e+00
3.118991841000000154e+00 6.178180469999999813e-01 7.085701355099999432e+01 2.828967415559999949e+02 1.714271776360000104e+02 1.019756010000000046e+00 2.003180535550000059e+03 2.452706199195535854e+06 1.490000000000000000e+02 5.509498803999999694e+00
3.113406932000000182e+00 6.171133570000000290e-01 7.077589254999999469e+01 2.829017450559999816e+02 1.715226631840000096e+02 8.515023139999999824e-01 2.003177926022000065e+03 2.452705246085863095e+06 1.500000000000000000e+02 4.689907775000000001e+00
3.115065006000000025e+00 6.173765820000000071e-01 7.081640679800000271e+01 2.828990565099999799e+02 1.712620431100000076e+02 1.048938206000000095e+00 2.003180951781999966e+03 2.452706351220992859e+06 1.510000000000000000e+02 5.491162907999999732e+00
3.141436764999999909e+00 6.205581919999999529e-01 7.076300181499999553e+01 2.829050324510000110e+02 1.713576050039999927e+02 2.428620870000000043e-01 2.003168688028999895e+03 2.452701871981111821e+06 1.520000000000000000e+02 1.281910899999999964e+00
3.134790737999999966e+00 6.197510600000000203e-01 7.075887284600000271e+01 2.829064673240000047e+02 1.714447565099999906e+02 1.994282099999999947e-02 2.003165239147999955e+03 2.452700612304035109e+06 1.530000000000000000e+02 1.551307580000000075e-01
3.112095061999999857e+00 6.169778559999999912e-01 7.076161222499999326e+01 2.829060097049999740e+02 1.714565157659999954e+02 2.488956200000000049e-02 2.003165311255999995e+03 2.452700638641248923e+06 1.540000000000000000e+02 1.920100130000000072e-01
3.132025425000000141e+00 6.194254769999999466e-01 7.079458786499999690e+01 2.829007233699999802e+02 1.712497659400000032e+02 2.871440920000000174e-01 2.003169352998000022e+03 2.452702114855732769e+06 1.550000000000000000e+02 1.406255953000000058e+00
3.143625705999999909e+00 6.208209860000000191e-01 7.076469558399999471e+01 2.829025386750000166e+02 1.713987083629999972e+02 8.657344670000000075e-01 2.003178336024999908e+03 2.452705395836223848e+06 1.560000000000000000e+02 4.715936274999999789e+00
3.128930389999999839e+00 6.190404550000000450e-01 7.075307404900000563e+01 2.829066354770000089e+02 1.713685972620000086e+02 1.894647809999999988e-01 2.003167844648000028e+03 2.452701563942777924e+06 1.570000000000000000e+02 9.960120749999999967e-01
3.118373688999999782e+00 6.177530329999999514e-01 7.082965226400000347e+01 2.828957229709999979e+02 1.713105331499999977e+02 1.732875379999999910e-01 2.003167582455000002e+03 2.452701468178634066e+06 1.580000000000000000e+02 8.417218570000000177e-01
3.138905239000000069e+00 6.202526940000000488e-01 7.074186337599999774e+01 2.829068227340000021e+02 1.713703169130000106e+02 4.239299440000000030e-01 2.003171480689999953e+03 2.452702891978804022e+06 1.590000000000000000e+02 2.278003205000000086e+00
3.106223944999999986e+00 6.162701959999999923e-01 7.077402370100000439e+01 2.829019464670000161e+02 1.713157038500000056e+02 8.676348219999999722e-01 2.003178126416999930e+03 2.452705319278729148e+06 1.600000000000000000e+02 4.552884907000000148e+00
3.118371884000000094e+00 6.177443710000000143e-01 7.085177880000000528e+01 2.828967928000000143e+02 1.714186634479999896e+02 9.735103689999999865e-01 2.003179823476999900e+03 2.452705939116572030e+06 1.610000000000000000e+02 5.251242729000000331e+00
3.101782451000000052e+00 6.157037260000000067e-01 7.079267965699999365e+01 2.829010450380000066e+02 1.714254408619999879e+02 1.680066299999999901e-01 2.003167481189000000e+03 2.452701431192240212e+06 1.620000000000000000e+02 9.221694790000000141e-01
3.138139819000000053e+00 6.201652079999999678e-01 7.074956077699999923e+01 2.829031243559999780e+02 1.713674520040000004e+02 9.729815229999999593e-01 2.003179957136999974e+03 2.452705987934932113e+06 1.630000000000000000e+02 5.253182480000000432e+00
3.125438364999999941e+00 6.185835219999999968e-01 7.081427254499999435e+01 2.828990993990000220e+02 1.715309356200000082e+02 9.375888580000000250e-01 2.003179322764000062e+03 2.452705756234980188e+06 1.640000000000000000e+02 5.189460646999999760e+00
3.157455648000000004e+00 6.224793320000000518e-01 7.081768626699999913e+01 2.828976301850000254e+02 1.714280921559999911e+02 2.477001100000000011e-01 2.003168792201000088e+03 2.452701910028899089e+06 1.650000000000000000e+02 1.387421129000000031e+00
3.122275220000000129e+00 6.182139650000000319e-01 7.083789917599999342e+01 2.828970941649999986e+02 1.714660997269999996e+02 8.151641929999999814e-01 2.003177424671999916e+03 2.452705062971901149e+06 1.660000000000000000e+02 4.457605429000000008e+00
3.133009803000000204e+00 6.195244899999999832e-01 7.077946494799999755e+01 2.829026400920000128e+02 1.715500717330000100e+02 2.816829049999999834e-01 2.003169270954000012e+03 2.452702084889720194e+06 1.670000000000000000e+02 1.678242132000000053e+00
3.118331088999999778e+00 6.177429450000000433e-01 7.085825025299999425e+01 2.828918102989999852e+02 1.714307308429999921e+02 1.869545459999999992e-01 2.003167791460999979e+03 2.452701544516469818e+06 1.680000000000000000e+02 1.034139898000000057e+00
3.136690896000000173e+00 6.199819130000000511e-01 7.084427204000000700e+01 2.828935304130000077e+02 1.713954550070000096e+02 1.375190269999999881e-01 2.003167053865000071e+03 2.452701275115284137e+06 1.690000000000000000e+02 7.404698440000000437e-01
3.145683624000000123e+00 6.210722840000000300e-01 7.082912735700000439e+01 2.828957725540000183e+02 1.712897574289999909e+02 1.659362659999999989e-01 2.003167503420000003e+03 2.452701439311852213e+06 1.700000000000000000e+02 7.940884449999999761e-01
3.118672393999999848e+00 6.177797390000000499e-01 7.085845605299999761e+01 2.828960988150000162e+02 1.714268602170000122e+02 9.236503310000000466e-01 2.003179062809000015e+03 2.452705661288678180e+06 1.710000000000000000e+02 4.992430011999999806e+00
3.129571899000000101e+00 6.190763390000000310e-01 7.078570290099999340e+01 2.829007809110000267e+02 1.715655782499999873e+02 1.013999866000000027e+00 2.003180526485999962e+03 2.452706195885151159e+06 1.720000000000000000e+02 5.647439840999999738e+00
3.125018262000000213e+00 6.185557109999999525e-01 7.084974440700000287e+01 2.828970269760000065e+02 1.714271838630000104e+02 9.903730309999999593e-01 2.003180129886000032e+03 2.452706051029955968e+06 1.730000000000000000e+02 5.368586666999999757e+00
3.130287226000000089e+00 6.192356329999999520e-01 7.083146726900000090e+01 2.828982211779999716e+02 1.712751572870000132e+02 1.048043363999999977e+00 2.003181055584999967e+03 2.452706389134350233e+06 1.740000000000000000e+02 5.543586958999999759e+00
3.124678741999999954e+00 6.185254820000000153e-01 7.083257831999999610e+01 2.828953685710000059e+02 1.712959821690000126e+02 1.958549529999999983e-01 2.003167936759999975e+03 2.452701597585964017e+06 1.750000000000000000e+02 9.519525199999999687e-01
3.150680857999999862e+00 6.216679859999999502e-01 7.080304351200000212e+01 2.828995284250000282e+02 1.715136234839999929e+02 2.953003499999999962e-02 2.003165390428999899e+03 2.452700667558520101e+06 1.760000000000000000e+02 2.750659930000000086e-01
3.156263859000000060e+00 6.223415089999999594e-01 7.082510004200000253e+01 2.828984405499999752e+02 1.713953063669999892e+02 9.570577540000000383e-01 2.003179839453000113e+03 2.452705944951630197e+06 1.770000000000000000e+02 5.241593617000000371e+00
3.135188453000000042e+00 6.197999680000000344e-01 7.075011036399999398e+01 2.829041685459999940e+02 1.713980603569999914e+02 7.539021489999999659e-01 2.003176557538999987e+03 2.452704746258054860e+06 1.780000000000000000e+02 4.089637957999999962e+00
3.139489125999999963e+00 6.203398119999999905e-01 7.077228078599999606e+01 2.829014157679999926e+02 1.713287654879999877e+02 1.087548732999999990e+00 2.003181737198000064e+03 2.452706638088241220e+06 1.790000000000000000e+02 5.838982556999999574e+00
3.145104660999999968e+00 6.210262340000000103e-01 7.082815281400000629e+01 2.828983868149999807e+02 1.712923934970000062e+02 1.029258251999999985e+00 2.003180879146000052e+03 2.452706324691615999e+06 1.800000000000000000e+02 5.502002541000000413e+00
