a e i Om w M year jd number v
3.136191827000000210e+00 6.199219230000000413e-01 7.075509063399999832e+01 2.829069309110000177e+02 1.713495720429999949e+02 6.593195200000000200e-02 2.003165948888999992e+03 2.452700871531624813e+06 5.003000000000000000e+03 3.099764300000000250e-01
3.121132954000000126e+00 6.180859509999999668e-01 7.085067087299999855e+01 2.828968638310000188e+02 1.714048363519999896e+02 9.751537729999999460e-01 2.003179868431999921e+03 2.452705955536115915e+06 5.004000000000000000e+03 5.253825980000000229e+00
3.114116800000000129e+00 6.172273320000000174e-01 7.075873336200000097e+01 2.829019448490000173e+02 1.713925541909999879e+02 1.129921077000000107e+00 2.003182180729000038e+03 2.452706800084614195e+06 5.005000000000000000e+03 6.052236856000000387e+00
3.131633953000000137e+00 6.193681100000000272e-01 7.084628400200000442e+01 2.828930627980000168e+02 1.713990462669999886e+02 1.004800430000000050e-01 2.003166478529999949e+03 2.452701064978897106e+06 5.006000000000000000e+03 5.412574199999999891e-01
3.142547415000000122e+00 6.206940819999999803e-01 7.084168596199999968e+01 2.828965507620000039e+02 1.713817402909999998e+02 7.620679590000000170e-01 2.003176724862999890e+03 2.452704807372059207e+06 5.007000000000000000e+03 4.130805128999999631e+00
3.110518831999999900e+00 6.167871670000000250e-01 7.076655422599999667e+01 2.829046456730000045e+02 1.713394790300000068e+02 2.215369120000000025e-01 2.003168307730999913e+03 2.452701733080067206e+06 5.008000000000000000e+03 1.128385412999999948e+00
3.128222479000000167e+00 6.189500060000000525e-01 7.083996658200000240e+01 2.828943898659999832e+02 1.714668353499999967e+02 1.815306439999999910e-01 2.003167721714999971e+03 2.452701519042563159e+06 5.009000000000000000e+03 1.046915304999999963e+00
3.119331209999999910e+00 6.178594939999999536e-01 7.085356969100000413e+01 2.828965817089999746e+02 1.714301937529999975e+02 9.521059680000000247e-01 2.003179502774999946e+03 2.452705821982585825e+06 5.010000000000000000e+03 5.150358795999999906e+00
3.138069316999999803e+00 6.201551180000000052e-01 7.074338343300000531e+01 2.829031695830000217e+02 1.713758497350000027e+02 1.030803593999999990e+00 2.003180849529999932e+03 2.452706313874445856e+06 5.011000000000000000e+03 5.574670483000000232e+00
3.111332947999999821e+00 6.168847469999999555e-01 7.082850717099999827e+01 2.828977571450000141e+02 1.713946540970000001e+02 8.129548840000000443e-01 2.003177325374000020e+03 2.452705026704063173e+06 5.012000000000000000e+03 4.349963031999999785e+00
3.118174789999999863e+00 6.177195170000000513e-01 7.085115858700000047e+01 2.828965161300000091e+02 1.714234974830000056e+02 9.108303180000000276e-01 2.003178863337999928e+03 2.452705588433323894e+06 5.013000000000000000e+03 4.919148691000000184e+00
3.130177460000000078e+00 6.191785400000000550e-01 7.082425880300000642e+01 2.828972423089999779e+02 1.715167521850000014e+02 4.351677840000000019e-01 2.003171626277000087e+03 2.452702945153356064e+06 5.014000000000000000e+03 2.471591447999999858e+00
3.121570119999999893e+00 6.181384349999999861e-01 7.075503683300000546e+01 2.829028379569999743e+02 1.714074646560000019e+02 9.621610000000000440e-01 2.003179672514000004e+03 2.452705883978513069e+06 5.015000000000000000e+03 5.189764177999999895e+00
3.143906344999999991e+00 6.208568709999999768e-01 7.076925063599999532e+01 2.829038760130000014e+02 1.713630253759999960e+02 3.389897029999999756e-01 2.003170181023999930e+03 2.452702417285700794e+06 5.016000000000000000e+03 1.812702672999999987e+00
3.114629002000000035e+00 6.172911279999999667e-01 7.076033044599999755e+01 2.829056375709999998e+02 1.713687871600000108e+02 1.838109729999999886e-01 2.003167738369000062e+03 2.452701525125044864e+06 5.017000000000000000e+03 9.579366379999999515e-01
3.128462648999999818e+00 6.189843080000000386e-01 7.084745313099999464e+01 2.828968853349999790e+02 1.713915284889999953e+02 9.364910600000000418e-01 2.003179326782000089e+03 2.452705757702677976e+06 5.018000000000000000e+03 5.051997186999999556e+00
3.119003326000000076e+00 6.178251129999999813e-01 7.084906429800000183e+01 2.828972586979999733e+02 1.714037529249999920e+02 1.036970838000000006e+00 2.003180799050999894e+03 2.452706295437491033e+06 5.019000000000000000e+03 5.578755929999999807e+00
3.134835273999999838e+00 6.197598789999999580e-01 7.075675300899999343e+01 2.829058756950000202e+02 1.713446775319999915e+02 2.475929500000000061e-01 2.003168749137000077e+03 2.452701894300195854e+06 5.020000000000000000e+03 1.290447767000000079e+00
3.121939801999999986e+00 6.181895429999999525e-01 7.082576533900000015e+01 2.828961429799999792e+02 1.712752373589999877e+02 1.257685400000000120e-01 2.003166858856000090e+03 2.452701203889898024e+06 5.021000000000000000e+03 5.520908030000000188e-01
3.140437584999999920e+00 6.204455229999999988e-01 7.076533456500000341e+01 2.829026974650000170e+02 1.713488402160000135e+02 8.177490800000000171e-01 2.003177573799999891e+03 2.452705117439778987e+06 5.022000000000000000e+03 4.398005780000000087e+00
3.110408984999999848e+00 6.167604979999999903e-01 7.081817141400000537e+01 2.828986837960000003e+02 1.714440333690000102e+02 8.670160709999999993e-01 2.003178143662999901e+03 2.452705325577782933e+06 5.023000000000000000e+03 4.686420563999999622e+00
3.126539945999999848e+00 6.187123930000000271e-01 7.080578975400000274e+01 2.828996563590000051e+02 1.715496196999999938e+02 9.711175069999999909e-01 2.003179845277999902e+03 2.452705947079104837e+06 5.024000000000000000e+03 5.391713787999999674e+00
3.118541953999999894e+00 6.177577429999999703e-01 7.083556644399999414e+01 2.828973927619999813e+02 1.714581954900000085e+02 8.519693409999999911e-01 2.003177965328000028e+03 2.452705260442011058e+06 5.025000000000000000e+03 4.638958730999999780e+00
3.148789632000000172e+00 6.214400599999999608e-01 7.083414979299999459e+01 2.828951842139999826e+02 1.714435052540000015e+02 1.775726240000000122e-01 2.003167687842000078e+03 2.452701506670652889e+06 5.026000000000000000e+03 1.012675438000000039e+00
3.131822435000000127e+00 6.194155719999999699e-01 7.077691169400000604e+01 2.829015591859999859e+02 1.712895641119999937e+02 9.347484179999999698e-01 2.003179323148000094e+03 2.452705756375247147e+06 5.027000000000000000e+03 4.951412215999999589e+00
3.132072462000000002e+00 6.194157919999999651e-01 7.083412177900000017e+01 2.828955019420000099e+02 1.714872345610000082e+02 2.613589590000000018e-01 2.003168956059000038e+03 2.452701969877081923e+06 5.028000000000000000e+03 1.502223977999999960e+00
3.120856572000000106e+00 6.180409679999999684e-01 7.084338899200000128e+01 2.828975664540000139e+02 1.714492962470000066e+02 1.025379816999999916e+00 2.003180635675000076e+03 2.452706235765739810e+06 5.029000000000000000e+03 5.567251068000000025e+00
3.124795713999999780e+00 6.185345220000000310e-01 7.075615156099999581e+01 2.829067674409999995e+02 1.714399605929999950e+02 4.952346999999999999e-02 2.003165691573000004e+03 2.452700777548852842e+06 5.030000000000000000e+03 3.096049889999999971e-01
3.145469820000000194e+00 6.210504489999999489e-01 7.077357401599999775e+01 2.829013994179999827e+02 1.713733570260000079e+02 1.057382135999999972e+00 2.003181317755000009e+03 2.452706484890086111e+06 5.031000000000000000e+03 5.737453959999999853e+00
3.108944596999999810e+00 6.165857510000000152e-01 7.080815259700000297e+01 2.828989100719999783e+02 1.714706735050000077e+02 2.490243420000000096e-01 2.003168723738999915e+03 2.452701885023687966e+06 5.032000000000000000e+03 1.403863862999999990e+00
3.123497470999999859e+00 6.183833060000000215e-01 7.084529603299999678e+01 2.828973121399999968e+02 1.713709391049999908e+02 1.005828892999999891e+00 2.003180355805000090e+03 2.452706133545042016e+06 5.033000000000000000e+03 5.391665457000000217e+00
3.123895563000000042e+00 6.184432220000000147e-01 7.083830509099999517e+01 2.828977590640000130e+02 1.713249076749999915e+02 1.022530444999999899e+00 2.003180614915999968e+03 2.452706228183644824e+06 5.034000000000000000e+03 5.436991632999999879e+00
3.123623515999999878e+00 6.183909480000000514e-01 7.084602353100000016e+01 2.828930587240000136e+02 1.714484215740000081e+02 8.254055000000000419e-02 2.003166197485000112e+03 2.452700962329184171e+06 5.035000000000000000e+03 4.915696769999999827e-01
3.127295360999999829e+00 6.188337440000000189e-01 7.081945915500000410e+01 2.828973192419999805e+02 1.715255093719999877e+02 1.964192750000000043e-01 2.003167949205000014e+03 2.452701602131415159e+06 5.036000000000000000e+03 1.186554910999999990e+00
3.155186502999999920e+00 6.222085600000000216e-01 7.082473774700000035e+01 2.828962400789999947e+02 1.714450257299999976e+02 7.050516399999999517e-02 2.003166029343999980e+03 2.452700900916940067e+06 5.037000000000000000e+03 4.305072589999999755e-01
3.103105031000000125e+00 6.158736710000000114e-01 7.077093771100000197e+01 2.829021910249999792e+02 1.713673093040000026e+02 8.547655539999999830e-01 2.003177911131999963e+03 2.452705240647364873e+06 5.038000000000000000e+03 4.528293957999999897e+00
3.134275505999999822e+00 6.197158959999999883e-01 7.082964066700000672e+01 2.828977451960000167e+02 1.712682969580000076e+02 8.524981379999999609e-01 2.003178072237999913e+03 2.452705299490299076e+06 5.039000000000000000e+03 4.490194434000000179e+00
3.128720407999999953e+00 6.190265839999999908e-01 7.084277361099999837e+01 2.828973593110000024e+02 1.713455324539999935e+02 9.838325070000000228e-01 2.003180056352000065e+03 2.452706024172435049e+06 5.040000000000000000e+03 5.262429635000000161e+00
3.139010337000000206e+00 6.202640350000000469e-01 7.074932287299999700e+01 2.829061496720000264e+02 1.713823296239999934e+02 3.824558940000000185e-01 2.003170840280999982e+03 2.452702658074347768e+06 5.041000000000000000e+03 2.064427772000000161e+00
3.145761467999999894e+00 6.210684340000000025e-01 7.081913574600000061e+01 2.828975730369999724e+02 1.715218106499999919e+02 3.019894770000000062e-01 2.003169612204000032e+03 2.452702209528789856e+06 5.042000000000000000e+03 1.769195813999999922e+00
3.106967237000000104e+00 6.163641119999999640e-01 7.081128750700000296e+01 2.828992339750000156e+02 1.713127254970000024e+02 9.391926160000000356e-01 2.003179219775000092e+03 2.452705718619180843e+06 5.043000000000000000e+03 4.932678534999999975e+00
3.134921696000000146e+00 6.197656849999999551e-01 7.084344803099999410e+01 2.828939832230000206e+02 1.714329713230000038e+02 2.056485389999999913e-01 2.003168102555999894e+03 2.452701658141436987e+06 5.044000000000000000e+03 1.147224884999999972e+00
3.122404063999999924e+00 6.182420809999999989e-01 7.085096248000000685e+01 2.828934527509999839e+02 1.714121757780000053e+02 3.097226080000000104e-01 2.003169678694999902e+03 2.452702233813932166e+06 5.045000000000000000e+03 1.680214172999999978e+00
3.126687297999999782e+00 6.187333019999999850e-01 7.077071194100000184e+01 2.829016840400000206e+02 1.715337924959999896e+02 9.925360770000000166e-01 2.003180175283999915e+03 2.452706067611225881e+06 5.046000000000000000e+03 5.492393387999999987e+00
3.108785914999999900e+00 6.165734859999999484e-01 7.082148401000000604e+01 2.828983739669999977e+02 1.713806017469999858e+02 8.467855789999999550e-01 2.003177825282999947e+03 2.452705209291816223e+06 5.047000000000000000e+03 4.511155632000000359e+00
3.139176609999999812e+00 6.202811649999999677e-01 7.084232739899999842e+01 2.828945647099999974e+02 1.714221512080000025e+02 3.058172559999999818e-01 2.003169656655999916e+03 2.452702225764526054e+06 5.048000000000000000e+03 1.683844346000000103e+00
3.140831824999999800e+00 6.204888640000000288e-01 7.082518065700000420e+01 2.828964151729999799e+02 1.712640698239999892e+02 1.981221200000000127e-01 2.003167995149000035e+03 2.452701618911962025e+06 5.049000000000000000e+03 9.415888559999999741e-01
3.131621705000000144e+00 6.193683159999999743e-01 7.084419995700000072e+01 2.828937426499999788e+02 1.713623275669999941e+02 1.887363539999999951e-01 2.003167837192999968e+03 2.452701561220005155e+06 5.050000000000000000e+03 9.829839700000000402e-01
3.136586821999999941e+00 6.199719289999999772e-01 7.075030423600000518e+01 2.829063984630000164e+02 1.713604919100000075e+02 3.142100290000000018e-01 2.003169780320999962e+03 2.452702270932219923e+06 5.051000000000000000e+03 1.669471351999999964e+00
3.138232203999999914e+00 6.201607350000000185e-01 7.077238122599999315e+01 2.829035507309999957e+02 1.715052317169999867e+02 2.891988609999999738e-01 2.003169397879999906e+03 2.452702131248463877e+06 5.052000000000000000e+03 1.678695534000000045e+00
3.133962745999999910e+00 6.196368939999999936e-01 7.081524187499999812e+01 2.828982211050000046e+02 1.715421767029999955e+02 3.997159989999999885e-01 2.003171092046000012e+03 2.452702750029446092e+06 5.053000000000000000e+03 2.309712682999999878e+00
3.138934039000000009e+00 6.202592390000000178e-01 7.074757513599999470e+01 2.829031675680000149e+02 1.713770059389999858e+02 9.859681829999999980e-01 2.003180163467000057e+03 2.452706063295274973e+06 5.054000000000000000e+03 5.335270357999999824e+00
3.110786786999999887e+00 6.168206849999999797e-01 7.082677693399999441e+01 2.828977912299999957e+02 1.713773722770000063e+02 7.780807010000000412e-01 2.003176790584999935e+03 2.452704831376522779e+06 5.055000000000000000e+03 4.144957169000000441e+00
3.144466997999999958e+00 6.209446730000000025e-01 7.080648580400000469e+01 2.828994675150000262e+02 1.712799319730000036e+02 7.863099350000000154e-01 2.003177111165000042e+03 2.452704948465744033e+06 5.056000000000000000e+03 4.166361672999999932e+00
3.136787839000000133e+00 6.199953299999999556e-01 7.074626756099999625e+01 2.829066628659999765e+02 1.713765320450000047e+02 3.579006359999999942e-01 2.003170455052000079e+03 2.452702517372583970e+06 5.057000000000000000e+03 1.923065889000000084e+00
3.124650158000000122e+00 6.185015710000000277e-01 7.083993125000000646e+01 2.828976820959999827e+02 1.714645860610000057e+02 1.000878189999999890e+00 2.003180288384000050e+03 2.452706108920081053e+06 5.058000000000000000e+03 5.461508181000000128e+00
3.111983751999999992e+00 6.169647820000000449e-01 7.083017439299999296e+01 2.828956482820000247e+02 1.713952369129999909e+02 1.582781829999999890e-01 2.003167345417999968e+03 2.452701381602802780e+06 5.059000000000000000e+03 8.427940699999999508e-01
3.141077055999999867e+00 6.205202119999999599e-01 7.082040390400000263e+01 2.828971807149999904e+02 1.712577982999999904e+02 2.401738929999999994e-01 2.003168645813000012e+03 2.452701856561882887e+06 5.060000000000000000e+03 1.164671111000000092e+00
3.113451074999999957e+00 6.171350260000000310e-01 7.080741409899999894e+01 2.828991204669999888e+02 1.715031646420000015e+02 3.921346709999999902e-01 2.003170915967999917e+03 2.452702685718548018e+06 5.061000000000000000e+03 2.207455179000000101e+00
3.121612826999999868e+00 6.181630919999999696e-01 7.079615601199999730e+01 2.829004496050000057e+02 1.712382050839999863e+02 4.561389599999999822e-01 2.003171920116999900e+03 2.452703052475891076e+06 5.062000000000000000e+03 2.296962796999999945e+00
3.127008157000000121e+00 6.188062490000000304e-01 7.075306996599999820e+01 2.829058398899999816e+02 1.713826628799999980e+02 3.542590339999999727e-01 2.003170373305000112e+03 2.452702487514844164e+06 5.063000000000000000e+03 1.899449524000000000e+00
3.144621902999999996e+00 6.209367519999999807e-01 7.080503462699999773e+01 2.828992510520000110e+02 1.715443383690000019e+02 8.410501600000000466e-02 2.003166234504999920e+03 2.452700975850443821e+06 5.064000000000000000e+03 6.029031369999999779e-01
3.119882222999999843e+00 6.179329759999999672e-01 7.085464014000000077e+01 2.828923693059999778e+02 1.714296294339999918e+02 1.963049229999999923e-01 2.003167936732000044e+03 2.452701597575529013e+06 5.065000000000000000e+03 1.084387022999999894e+00
3.119163530999999878e+00 6.178389640000000460e-01 7.085355129200000590e+01 2.828966327370000045e+02 1.714297294479999891e+02 9.616268489999999503e-01 2.003179647295999985e+03 2.452705874768007081e+06 5.066000000000000000e+03 5.200568976999999649e+00
3.140067554999999899e+00 6.204248909999999784e-01 7.079883753999999385e+01 2.829000576610000053e+02 1.712736654089999888e+02 1.111984292000000041e+00 2.003182119542000009e+03 2.452706777736254968e+06 5.067000000000000000e+03 5.918029720999999910e+00
3.118874911999999888e+00 6.178088940000000528e-01 7.085611747900000523e+01 2.828928891869999802e+02 1.714268677469999886e+02 3.249942949999999886e-01 2.003169904316999919e+03 2.452702316220604815e+06 5.068000000000000000e+03 1.773843201999999897e+00
3.133413468000000091e+00 6.195861769999999602e-01 7.075721084399999938e+01 2.829062317500000177e+02 1.713422635430000014e+02 1.523879790000000067e-01 2.003167279638000082e+03 2.452701357577138115e+06 5.069000000000000000e+03 7.708416519999999883e-01
3.130833276000000165e+00 6.192642219999999753e-01 7.084609706400000562e+01 2.828970910659999731e+02 1.714298100499999862e+02 9.535678159999999570e-01 2.003179605937999895e+03 2.452705859662249219e+06 5.070000000000000000e+03 5.188569545000000005e+00
3.143580656999999778e+00 6.208317060000000387e-01 7.083872221599999364e+01 2.828981004969999731e+02 1.713412116019999871e+02 1.103070180000000011e+00 2.003182010378000086e+03 2.452706737865148112e+06 5.071000000000000000e+03 5.946988482000000076e+00
3.139449909000000094e+00 6.203207400000000371e-01 7.077226749199999745e+01 2.829036867560000132e+02 1.713222268060000033e+02 2.797531120000000260e-01 2.003169254520000095e+03 2.452702078887512907e+06 5.072000000000000000e+03 1.445427306000000023e+00
3.106808340999999807e+00 6.163251280000000554e-01 7.081187409800000410e+01 2.828983266629999775e+02 1.714300473280000006e+02 1.849401810000000090e-01 2.003167744981999931e+03 2.452701527540381067e+06 5.073000000000000000e+03 1.018811168999999905e+00
3.118133793000000153e+00 6.177227280000000542e-01 7.083919979399999534e+01 2.828949561100000096e+02 1.713650623350000046e+02 3.171857180000000054e-01 2.003169783110000026e+03 2.452702271950841881e+06 5.074000000000000000e+03 1.670072632999999973e+00
3.133012369999999880e+00 6.195352290000000206e-01 7.075171896700000218e+01 2.829068435579999914e+02 1.714041599210000015e+02 1.791639399999999938e-01 2.003167691667000099e+03 2.452701508067689836e+06 5.075000000000000000e+03 9.779477189999999931e-01
3.133868439000000006e+00 6.196376230000000263e-01 7.075761268700000528e+01 2.829060221579999848e+02 1.714416695349999884e+02 1.689351189999999947e-01 2.003167535159999943e+03 2.452701450904731173e+06 5.076000000000000000e+03 9.601223700000000028e-01
3.109098427000000164e+00 6.165924609999999806e-01 7.080977952000000641e+01 2.828995357680000211e+02 1.714550728989999868e+02 1.117780227999999987e+00 2.003181954160000032e+03 2.452706717331956141e+06 5.077000000000000000e+03 6.033035032999999991e+00
3.150117954000000164e+00 6.216247259999999608e-01 7.081709742699999310e+01 2.828989623019999726e+02 1.713091409289999945e+02 9.899982880000000041e-01 2.003180307537000090e+03 2.452706115915876813e+06 5.078000000000000000e+03 5.319212710000000399e+00
3.143317681000000086e+00 6.207862119999999484e-01 7.076947999700000480e+01 2.829039248079999993e+02 1.713553251559999921e+02 3.155857839999999803e-01 2.003169817234999982e+03 2.452702284414610825e+06 5.079000000000000000e+03 1.676916652000000063e+00
3.118437675000000020e+00 6.177556680000000355e-01 7.085798084699999322e+01 2.828921553590000144e+02 1.714301403629999925e+02 2.394369090000000033e-01 2.003168594455999937e+03 2.452701837804423179e+06 5.080000000000000000e+03 1.316134284000000099e+00
3.132506692000000204e+00 6.194846649999999899e-01 7.075328028699999550e+01 2.829028073079999785e+02 1.713559432430000129e+02 9.964419089999999590e-01 2.003180278015000113e+03 2.452706105133001227e+06 5.081000000000000000e+03 5.353100779000000031e+00
3.114996748999999898e+00 6.173349769999999515e-01 7.083913816300000121e+01 2.828938423939999893e+02 1.714176180249999959e+02 2.443880699999999989e-02 2.003165304903000106e+03 2.452700636320861988e+06 5.082000000000000000e+03 1.468909969999999954e-01
3.138473762999999916e+00 6.201984489999999850e-01 7.074858146600000453e+01 2.829069821609999735e+02 1.713830072039999948e+02 2.407948550000000021e-01 2.003168650786999933e+03 2.452701858378760051e+06 5.083000000000000000e+03 1.294691076000000107e+00
3.112089656000000204e+00 6.169836950000000542e-01 7.082384858000000349e+01 2.828970457109999757e+02 1.713294725510000092e+02 3.725143049999999900e-01 2.003170612816999892e+03 2.452702574994887225e+06 5.084000000000000000e+03 1.926534785000000083e+00
3.122415424000000161e+00 6.182380389999999615e-01 7.085194506300000228e+01 2.828965754669999910e+02 1.714270882890000109e+02 9.299455359999999615e-01 2.003179184742999951e+03 2.452705705823809840e+06 5.085000000000000000e+03 5.036296902000000131e+00
3.112251284000000062e+00 6.169908859999999606e-01 7.080698192100000199e+01 2.828990845060000083e+02 1.714984106469999858e+02 2.689296039999999888e-01 2.003169033384999921e+03 2.452701998119722120e+06 5.086000000000000000e+03 1.540702283999999977e+00
3.131727560999999938e+00 6.193775219999999582e-01 7.081627738800000316e+01 2.828975097599999913e+02 1.715383839170000044e+02 4.438606099999999749e-02 2.003165615010000010e+03 2.452700749585009180e+06 5.087000000000000000e+03 3.781001600000000185e-01
3.148981054000000057e+00 6.214389569999999585e-01 7.078996664299999964e+01 2.829005683830000066e+02 1.715134881410000105e+02 9.933158199999999605e-01 2.003180350712000063e+03 2.452706131684935186e+06 5.088000000000000000e+03 5.537882030999999650e+00
3.118481238999999849e+00 6.177623260000000283e-01 7.085763938300000575e+01 2.828910661400000208e+02 1.714313861969999948e+02 4.480529199999999657e-02 2.003165617093000037e+03 2.452700750345584936e+06 5.089000000000000000e+03 2.696013850000000267e-01
3.129068161000000181e+00 6.190555660000000016e-01 7.084778819500000679e+01 2.828973304680000069e+02 1.714024522029999957e+02 1.031916191999999954e+00 2.003180798199000037e+03 2.452706295126072131e+06 5.090000000000000000e+03 5.579311874000000060e+00
3.120197667999999869e+00 6.179706940000000426e-01 7.083671760500000403e+01 2.828946773420000227e+02 1.714663414469999907e+02 1.370780400000000121e-01 2.003167030396999962e+03 2.452701266543795820e+06 5.091000000000000000e+03 8.030050579999999938e-01
3.143407863000000191e+00 6.207909959999999838e-01 7.079080694699999299e+01 2.829013832829999728e+02 1.715390902759999960e+02 6.846791000000000682e-02 2.003165991663000113e+03 2.452700887154310942e+06 5.092000000000000000e+03 5.128214650000000319e-01
3.111902272000000025e+00 6.169592400000000199e-01 7.082528455099999576e+01 2.828968162830000210e+02 1.713422131819999947e+02 3.498856069999999874e-01 2.003170267229000046e+03 2.452702448771541007e+06 5.093000000000000000e+03 1.817668156999999951e+00
3.104805422000000092e+00 6.160781760000000329e-01 7.080509665099999950e+01 2.828992420779999861e+02 1.714306959129999939e+02 1.076131840000000006e-01 2.003166567100000066e+03 2.452701097328163218e+06 5.094000000000000000e+03 6.055248890000000106e-01
3.140013478000000191e+00 6.203925329999999683e-01 7.075626010199999882e+01 2.829021606719999795e+02 1.713701976979999984e+02 1.096365170000000111e+00 2.003181877680000071e+03 2.452706689398203976e+06 5.095000000000000000e+03 5.929771300999999717e+00
3.118550218999999846e+00 6.177720700000000065e-01 7.084394788000000176e+01 2.828943468549999807e+02 1.713879254489999937e+02 3.132510230000000173e-01 2.003169723887999908e+03 2.452702250320331194e+06 5.096000000000000000e+03 1.671921258000000021e+00
3.139598888000000088e+00 6.203358660000000135e-01 7.075273650699999450e+01 2.829031704559999980e+02 1.713922913330000029e+02 9.166407490000000324e-01 2.003179096956999956e+03 2.452705673760680016e+06 5.097000000000000000e+03 4.976244190000000067e+00
3.127007957000000005e+00 6.188109769999999843e-01 7.083512632400000086e+01 2.828952511069999787e+02 1.713022487929999897e+02 2.630375500000000089e-01 2.003168972085999940e+03 2.452701975730848033e+06 5.098000000000000000e+03 1.322595307000000053e+00
3.154507382999999887e+00 6.221188189999999896e-01 7.079708220099999494e+01 2.829002330129999905e+02 1.714554495849999967e+02 7.723283949999999454e-01 2.003176951941999960e+03 2.452704890310644172e+06 5.099000000000000000e+03 4.287154330999999985e+00
3.116898910999999828e+00 6.175662669999999466e-01 7.075993934800000318e+01 2.829057952809999961e+02 1.714640531850000116e+02 1.406890819999999931e-01 2.003167082268000058e+03 2.452701285489526112e+06 5.100000000000000000e+03 8.225281749999999725e-01
3.115868734000000195e+00 6.174733639999999690e-01 7.081539766000000213e+01 2.828989557369999943e+02 1.712565752609999947e+02 9.457344909999999549e-01 2.003179381172999911e+03 2.452705777568563819e+06 5.101000000000000000e+03 4.935028870000000012e+00
3.125931857999999952e+00 6.186475930000000512e-01 7.082405903999999452e+01 2.828985866589999887e+02 1.715090195079999944e+02 9.850200030000000329e-01 2.003180054367999901e+03 2.452706023447571788e+06 5.102000000000000000e+03 5.424188054000000037e+00
3.144583703999999980e+00 6.209334730000000135e-01 7.083522779400000502e+01 2.828949279500000102e+02 1.714583625479999967e+02 1.464015200000000072e-01 2.003167199471999993e+03 2.452701328297312837e+06 5.103000000000000000e+03 8.553234790000000531e-01
3.155646641000000141e+00 6.222736709999999727e-01 7.082025836200000413e+01 2.828985689360000038e+02 1.713645867859999896e+02 8.790929020000000094e-01 2.003178621002999989e+03 2.452705499922227114e+06 5.104000000000000000e+03 4.782906407999999665e+00
3.124346688000000150e+00 6.184794860000000227e-01 7.084995649900000103e+01 2.828937149170000112e+02 1.714109208350000131e+02 3.359427280000000238e-01 2.003170085367999945e+03 2.452702382348351181e+06 5.105000000000000000e+03 1.822227134000000026e+00
3.107775472999999788e+00 6.164432520000000526e-01 7.081700921799999549e+01 2.828989881329999889e+02 1.714044996069999911e+02 1.006311573000000070e+00 2.003180246842000088e+03 2.452706093747335020e+06 5.106000000000000000e+03 5.384154279999999737e+00
3.101347214000000019e+00 6.156489080000000502e-01 7.078122510999999406e+01 2.829025913049999872e+02 1.714358163079999997e+02 2.133383349999999901e-01 2.003168168422000008e+03 2.452701682198525872e+06 5.107000000000000000e+03 1.174632730999999985e+00
3.127889081000000182e+00 6.189010590000000311e-01 7.077150977499999840e+01 2.829035210970000094e+02 1.715339414059999967e+02 3.345127500000000254e-01 2.003170072161000007e+03 2.452702377524518874e+06 5.108000000000000000e+03 1.943985588999999958e+00
3.153587814000000211e+00 6.219976910000000192e-01 7.081214957699999957e+01 2.828991284389999805e+02 1.715049588100000051e+02 8.436551070000000152e-01 2.003178056306999906e+03 2.452705293671382125e+06 5.109000000000000000e+03 4.724091582999999872e+00
3.117198318999999884e+00 6.176447870000000284e-01 7.081084856500000058e+01 2.828994053829999871e+02 1.712412835220000034e+02 1.078760649999999988e+00 2.003181424178000043e+03 2.452706523760167882e+06 5.110000000000000000e+03 5.636712831999999729e+00
3.125446860999999910e+00 6.186121869999999801e-01 7.084952613900000529e+01 2.828943831070000101e+02 1.714227488360000109e+02 4.562594569999999794e-01 2.003171934844999896e+03 2.452703057855370920e+06 5.111000000000000000e+03 2.484847363000000087e+00
3.138628383999999993e+00 6.202233219999999658e-01 7.074173571699999741e+01 2.829032118839999725e+02 1.713740941720000137e+02 1.039364463999999932e+00 2.003180986018000112e+03 2.452706363725577015e+06 5.112000000000000000e+03 5.620938999999999908e+00
3.118621238999999878e+00 6.177725889999999831e-01 7.085854694600000414e+01 2.828968019619999836e+02 1.714264025360000119e+02 1.045536945000000051e+00 2.003180927186999952e+03 2.452706342238171026e+06 5.113000000000000000e+03 5.645957779999999815e+00
3.119595273999999918e+00 6.178935859999999947e-01 7.085593219099999374e+01 2.828959914420000246e+02 1.714252464550000070e+02 8.740355880000000299e-01 2.003178309678000005e+03 2.452705386213312857e+06 5.114000000000000000e+03 4.726713510999999812e+00
3.126524722000000089e+00 6.187510250000000100e-01 7.083941840599999296e+01 2.828948189500000012e+02 1.713291594350000082e+02 2.951631869999999935e-01 2.003169464504999951e+03 2.452702155582843814e+06 5.115000000000000000e+03 1.522588045000000001e+00
3.132517908000000073e+00 6.194751240000000436e-01 7.084561517400000241e+01 2.828930964560000234e+02 1.714179697980000014e+02 8.266284599999999816e-02 2.003166204779000054e+03 2.452700964993224014e+06 5.116000000000000000e+03 4.638480520000000107e-01
3.120066726000000124e+00 6.179546209999999817e-01 7.085074449100000038e+01 2.828932383769999888e+02 1.714377021870000135e+02 2.580886390000000086e-01 2.003168882875000008e+03 2.452701943147220183e+06 5.117000000000000000e+03 1.425584667999999944e+00
3.117454791000000114e+00 6.176375840000000172e-01 7.084195483499999568e+01 2.828942641630000026e+02 1.713868729950000045e+02 2.335716499999999918e-01 2.003168503044000090e+03 2.452701804416554980e+06 5.118000000000000000e+03 1.241369680999999892e+00
