a e i Om w M year jd number node
2.852199311917091862e+00 6.645052517684901794e-01 7.257493062847352405e+01 2.834881710691797139e+02 1.761640342845497571e+02 -4.296072323147009797e+01 1.989009999999999991e+03 2.447531263199999928e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.855074046931021847e+00 6.642226172539822393e-01 7.250780010385334151e+01 2.834537188248426673e+02 1.761796847601376896e+02 -6.989922869601051048e+01 1.979012999999999920e+03 2.443879263199999928e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.846404776160424532e+00 6.719867062226141385e-01 7.268096244274906326e+01 2.836924884124388200e+02 1.751476111094319776e+02 -9.376183252773978438e+01 1.969012999999999920e+03 2.440227263100000098e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.844859670998556300e+00 6.722887198657833130e-01 7.269729366838507190e+01 2.836609307086267222e+02 1.751097673633958891e+02 -1.238379843432088165e+02 1.959016000000000076e+03 2.436575263100000098e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.863614303860469779e+00 6.667806548187417137e-01 7.298460352457161093e+01 2.837554973606560225e+02 1.744705230658818209e+02 -1.520913537370232120e+02 1.949016000000000076e+03 2.432923262999999803e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.865826150138399697e+00 6.664860689225083901e-01 7.217651739780509956e+01 2.838429881500522924e+02 1.741188911480738852e+02 -1.725649441572394949e+02 1.939019000000000005e+03 2.429271262999999803e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.865075775170414119e+00 6.673959330273986357e-01 7.223909639379749592e+01 2.838039610098817889e+02 1.740686634691254824e+02 1.648565333776773230e+02 1.929019000000000005e+03 2.425619262899999972e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.879068359963067536e+00 6.640033931596112105e-01 7.190376356107688594e+01 2.838653256193320544e+02 1.737535913085009724e+02 1.463114044289050355e+02 1.919020999999999958e+03 2.421967262800000142e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.870645199039127515e+00 6.663135678996139344e-01 7.205706796599589836e+01 2.838550447332802946e+02 1.736857203483080525e+02 1.275806576953470426e+02 1.909020999999999958e+03 2.418315262800000142e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.876747575572167648e+00 6.650337741203099506e-01 7.186531662833621681e+01 2.838362584524528529e+02 1.735753955062140221e+02 1.081716145404127047e+02 1.899020999999999958e+03 2.414663262699999847e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.864261001784351279e+00 6.710186503319524043e-01 7.215498986945242166e+01 2.838837812798482787e+02 1.733823800015661618e+02 9.043578584148112043e+01 1.889020999999999958e+03 2.411011262699999847e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.863834818273363947e+00 6.714752430567908492e-01 7.213527740853221815e+01 2.838905898549955396e+02 1.733368456776363757e+02 6.741578854014376532e+01 1.879023999999999887e+03 2.407359262600000016e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.866614201689077657e+00 6.712073128422078039e-01 7.206639584372378238e+01 2.838923967441801892e+02 1.732712027540036104e+02 4.536302178190760515e+01 1.869023999999999887e+03 2.403707262600000016e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.845049907544979551e+00 6.841943236481824453e-01 7.251930637572156968e+01 2.840616058875102681e+02 1.727389141245961071e+02 1.991515010996881685e+01 1.859027000000000044e+03 2.400055262500000186e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.845959115573763576e+00 6.842789730376539481e-01 7.249014597101245272e+01 2.840183353990175306e+02 1.727709773224277399e+02 -1.023736636279084067e+01 1.849027000000000044e+03 2.396403262399999890e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.858111487931391803e+00 6.867313731536511812e-01 7.212672919508625569e+01 2.842654760796309006e+02 1.716858150809923984e+02 -3.450692926337696065e+01 1.839028999999999996e+03 2.392751262399999890e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.855370055002334428e+00 6.875410680382826323e-01 7.217939423650977915e+01 2.842456924226503929e+02 1.716457033305252651e+02 -6.009584391350885824e+01 1.829028999999999996e+03 2.389099262300000060e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.858752251002975253e+00 6.871815284171304272e-01 7.217953609203844678e+01 2.842745272490017783e+02 1.715526037196447362e+02 -8.601399366919243050e+01 1.819031999999999925e+03 2.385447262300000060e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.873298210016421272e+00 6.833831548404798450e-01 7.167753094977825867e+01 2.843457381190699493e+02 1.710373561642193465e+02 -1.038160901562477250e+02 1.809031999999999925e+03 2.381795262200000230e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.869606420335511388e+00 6.851995760612469288e-01 7.180728877803900900e+01 2.843018453044232388e+02 1.709939532130441648e+02 -1.243247879763227388e+02 1.799031999999999925e+03 2.378143262099999934e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.879782282426992523e+00 6.835694343592708666e-01 7.154852583735272731e+01 2.843261047074490193e+02 1.708551538556808396e+02 -1.427238931548272660e+02 1.789031999999999925e+03 2.374491262099999934e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.868368237559304479e+00 6.879375192448767828e-01 7.175315977112040855e+01 2.843581460231654887e+02 1.707382996643140132e+02 -1.613043314531003602e+02 1.779035000000000082e+03 2.370839262000000104e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.871142731872299070e+00 6.874582339109754914e-01 7.164301430132749715e+01 2.843285470760509952e+02 1.706802892493917909e+02 1.777935557431841858e+02 1.769035000000000082e+03 2.367187262000000104e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.857306551374144465e+00 6.960973281384096323e-01 7.213478815583347625e+01 2.843777782263859422e+02 1.705641148517687498e+02 1.585249836329236643e+02 1.759038000000000011e+03 2.363535261899999809e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.853099711513846337e+00 6.982331023164080053e-01 7.196918970042015928e+01 2.844518002653460371e+02 1.704405079481722964e+02 1.318720733297577681e+02 1.749038000000000011e+03 2.359883261899999809e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.855246262582984418e+00 6.984330746917745136e-01 7.194541440344501382e+01 2.844312717326815232e+02 1.704044596797274949e+02 1.053072141754574602e+02 1.739039999999999964e+03 2.356231261799999978e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.847376743818361255e+00 7.103850815454492151e-01 7.199829159181135196e+01 2.846715013412435837e+02 1.697317977077739783e+02 8.033755474201169022e+01 1.729039999999999964e+03 2.352579261700000148e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.845726276857648784e+00 7.109377952680879797e-01 7.201205617055431674e+01 2.846284230880013979e+02 1.697335072204018616e+02 5.054716780677318866e+01 1.719042999999999893e+03 2.348927261700000148e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.870905234912315418e+00 7.083153895458693672e-01 7.129704384697566866e+01 2.848145080542069536e+02 1.688969438056878687e+02 2.613825053313988178e+01 1.709042999999999893e+03 2.345275261599999852e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.867249798978074526e+00 7.097720135000957775e-01 7.137259455959079446e+01 2.848031554509489638e+02 1.688398619057806513e+02 5.527663428103569920e+00 1.699042999999999893e+03 2.341623261599999852e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.868243951378437906e+00 7.098736764324493631e-01 7.134081255264487709e+01 2.848072656143837094e+02 1.688193962422409982e+02 -1.612860340366839296e+01 1.689042999999999893e+03 2.337971261500000022e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.878821138732953866e+00 7.080724225166274977e-01 7.102887028949953674e+01 2.848502160363653388e+02 1.685166426851029655e+02 -3.291063490128927782e+01 1.679046000000000049e+03 2.334319261500000022e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.870278983548713025e+00 7.113635088187142408e-01 7.122836296425826674e+01 2.848274309288395330e+02 1.684665345015650360e+02 -5.234931660092075134e+01 1.669046000000000049e+03 2.330667261400000192e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.876571235919464620e+00 7.106223085912641846e-01 7.104542104682121817e+01 2.848208427300518792e+02 1.684136678526006676e+02 -7.140049010705136823e+01 1.659048999999999978e+03 2.327015261299999896e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.862169359028849946e+00 7.182005794022807699e-01 7.128049782093883380e+01 2.849214026572942657e+02 1.683197640749785364e+02 -9.113127366913994365e+01 1.649048999999999978e+03 2.323363261299999896e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.862496728619108310e+00 7.182818449878889400e-01 7.124134292050953832e+01 2.848936501050689003e+02 1.682762628962520068e+02 -1.148031771445601095e+02 1.639050999999999931e+03 2.319711261200000066e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.864869150657241459e+00 7.193543042969317014e-01 7.172768171644142399e+01 2.849604348318675306e+02 1.681633980614585937e+02 -1.373811712877759135e+02 1.629050999999999931e+03 2.316059261200000066e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.845748772985836617e+00 7.331103100775064885e-01 7.142666122143722873e+01 2.850997174410825323e+02 1.680014273996372083e+02 -1.654912643101513368e+02 1.619054000000000087e+03 2.312407261099999771e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.846071797770254985e+00 7.336251957555972592e-01 7.144931337474001509e+01 2.850628487352868206e+02 1.679798947465690162e+02 1.644839548463313292e+02 1.609054000000000087e+03 2.308755260999999940e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.862194463474046824e+00 7.382150707454137040e-01 7.084133938757771887e+01 2.853167764310784378e+02 1.672275048103631150e+02 1.416801974991255690e+02 1.599057000000000016e+03 2.305103260999999940e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.858179394059937817e+00 7.393189587965636189e-01 7.090276819533642083e+01 2.852824990410843498e+02 1.672092313156796877e+02 1.172042984979331806e+02 1.589057000000000016e+03 2.301451260900000110e+06 3.000000000000000000e+00 0.000000000000000000e+00
2.875981695302721519e+00 7.370101089597227428e-01 7.034284652138606475e+01 2.853532733364355067e+02 1.667994447103996265e+02 9.483777290618323264e+01 1.579031999999999925e+03 2.297799260900000110e+06 3.000000000000000000e+00 0.000000000000000000e+00
